fold,epoch,model,loss,accuracy,precision,recall,f1_score,true_positives,false_positives,true_negatives,false_negatives,learning_rate
3,3,ResNet50_Fold3,0.05215427593709361,97.1648899977319,0.9779310344827586,0.9650635208711433,0.9714546700159854,2127,48,2157,77,0.0001
3,4,ResNet50_Fold3,0.038434989816053436,96.73395327738716,0.9835680751173709,0.9505444646098004,0.9667743424088602,2095,35,2170,109,0.0001
3,5,ResNet50_Fold3,0.03109139834671531,96.39374007711498,0.9562695225345827,0.9723230490018149,0.9642294713160855,2143,98,2107,61,0.0001
3,6,ResNet50_Fold3,0.02408749663314613,96.62054887729644,0.964301852688658,0.9682395644283122,0.9662666968530677,2134,79,2126,70,0.0001
3,7,ResNet50_Fold3,0.01796425883464732,96.7566341574053,0.9635627530364372,0.9718693284936479,0.9676982154958211,2142,81,2124,62,0.0001
3,8,ResNet50_Fold3,0.015402073403479797,96.91540031753232,0.977818853974122,0.9600725952813067,0.9688644688644689,2116,48,2157,88,0.0001
3,9,ResNet50_Fold3,0.014058359269968249,96.68859151735087,0.9737569060773481,0.9596188747731398,0.966636197440585,2115,57,2148,89,0.0001
3,10,ResNet50_Fold3,0.018415976791336594,96.64322975731459,0.9702653247941445,0.9623411978221416,0.9662870159453303,2121,65,2140,83,0.0001
3,11,ResNet50_Fold3,0.007558602030560385,96.93808119755046,0.9778290993071593,0.9605263157894737,0.9691004806591897,2117,48,2157,87,1e-05
3,12,ResNet50_Fold3,0.0020343742408763187,96.98344295758675,0.9782909930715935,0.9609800362976406,0.9695582513160906,2118,47,2158,86,1e-05
3,13,ResNet50_Fold3,0.001228800068702185,96.98344295758675,0.9739130434782609,0.9655172413793104,0.9696969696969697,2128,57,2148,76,1e-05
3,14,ResNet50_Fold3,0.0006808634418048578,96.98344295758675,0.975654570509876,0.9637023593466425,0.9696416343300617,2124,53,2152,80,1e-05
3,15,ResNet50_Fold3,0.00031424572522860547,96.9607620775686,0.9713114754098361,0.9677858439201452,0.9695454545454546,2133,63,2142,71,1e-05
3,16,ResNet50_Fold3,0.0004720383630001379,96.77931503742346,0.9738051470588235,0.9614337568058077,0.9675799086757991,2119,57,2148,85,1e-05
3,17,ResNet50_Fold3,0.00022676414359459844,96.91540031753232,0.9782608695652174,0.9596188747731398,0.9688502061383417,2115,47,2158,89,1e-05
3,18,ResNet50_Fold3,0.00013782817126349218,97.09684735767748,0.9744058500914077,0.9673321234119783,0.970856102003643,2132,56,2149,72,1e-05
3,19,ResNet50_Fold3,0.00011352668409562864,97.02880471762305,0.9761139182361047,0.9641560798548094,0.9700981511070532,2125,52,2153,79,1e-05
3,20,ResNet50_Fold3,6.607818501662763e-05,96.98344295758675,0.9743472285845167,0.9650635208711433,0.969683154775473,2127,56,2149,77,1e-05
4,1,ResNet50_Fold4,0.1357461481812356,96.66591063733273,0.9872159090909091,0.9455782312925171,0.965948575399583,2085,27,2177,120,0.0001
4,2,ResNet50_Fold4,0.07826951193872947,96.84735767747789,0.9704007285974499,0.9664399092970521,0.968416269029766,2131,65,2139,74,0.0001
4,3,ResNet50_Fold4,0.05328355184600155,97.27829439782263,0.9779917469050894,0.9673469387755103,0.9726402188782489,2133,48,2156,72,0.0001
4,4,ResNet50_Fold4,0.037098350496650535,96.68859151735087,0.9867612293144208,0.9464852607709751,0.9662037037037037,2087,28,2176,118,0.0001
4,5,ResNet50_Fold4,0.029572057023435027,97.79995463823997,0.9821591948764867,0.9736961451247166,0.9779093600546572,2147,39,2165,58,0.0001
4,6,ResNet50_Fold4,0.020456492168217454,97.14220911771376,0.9873417721518988,0.9551020408163265,0.970954356846473,2106,27,2177,99,0.0001
4,7,ResNet50_Fold4,0.021408542819554514,97.11952823769562,0.9855140186915888,0.9564625850340136,0.970771001150748,2109,31,2173,96,0.0001
4,8,ResNet50_Fold4,0.01881340265230972,97.11952823769562,0.9722727272727273,0.9700680272108844,0.9711691259931896,2139,61,2143,66,0.0001
4,9,ResNet50_Fold4,0.018229044365121492,97.36901791789522,0.9793483249196879,0.9678004535147392,0.9735401459854015,2134,45,2159,71,0.0001
4,10,ResNet50_Fold4,0.012767795317154525,97.2102517577682,0.977961432506887,0.9659863945578231,0.971937029431896,2130,48,2156,75,0.0001
4,11,ResNet50_Fold4,0.0026498505897085333,97.18757087775005,0.9797141539880129,0.963718820861678,0.9716506630086877,2125,44,2160,80,1e-05
4,12,ResNet50_Fold4,0.0008130607964308117,97.2102517577682,0.9784007352941176,0.9655328798185941,0.9719242182150194,2129,47,2157,76,1e-05
4,13,ResNet50_Fold4,0.0005268777784499105,97.30097527784079,0.978440366972477,0.9673469387755103,0.9728620296465222,2133,47,2157,72,1e-05
4,14,ResNet50_Fold4,0.0003011307574547902,97.23293263778635,0.9792913023469857,0.9650793650793651,0.972133394243947,2128,45,2159,77,1e-05
4,15,ResNet50_Fold4,0.004019370841842169,97.39169879791336,0.9776051188299817,0.9700680272108844,0.9738219895287958,2139,49,2155,66,1e-05
4,16,ResNet50_Fold4,0.00041269532285215075,97.32365615785893,0.9780119102153001,0.9682539682539683,0.9731084776663628,2135,48,2156,70,1e-05
4,17,ResNet50_Fold4,0.0001708201327109355,97.30097527784079,0.9788797061524335,0.9668934240362812,0.97284964636094,2132,46,2158,73,1e-05
4,18,ResNet50_Fold4,0.00013685614021926375,97.30097527784079,0.9793198529411765,0.9664399092970521,0.9728372517690025,2131,45,2159,74,1e-05
4,19,ResNet50_Fold4,0.00010088931351153893,97.27829439782263,0.9788700045934773,0.9664399092970521,0.9726152441807394,2131,46,2158,74,1e-05
4,20,ResNet50_Fold4,0.0004904226698379492,97.30097527784079,0.9775641025641025,0.9682539682539683,0.9728867623604466,2135,49,2155,70,1e-05
5,1,ResNet50_Fold5,0.13615694597356723,97.4143796779315,0.9784897025171625,0.9696145124716553,0.9740318906605923,2138,47,2157,67,0.0001
5,2,ResNet50_Fold5,0.07752875645941906,96.77931503742346,0.9854117647058823,0.9496598639455782,0.9672055427251732,2094,31,2173,111,0.0001
5,3,ResNet50_Fold5,0.055632586241699755,97.30097527784079,0.9689748201438849,0.9773242630385488,0.9731316324226688,2155,69,2135,50,0.0001
5,4,ResNet50_Fold5,0.03766718327270886,96.87003855749603,0.9778085991678225,0.9591836734693877,0.9684065934065934,2115,48,2156,90,0.0001
5,5,ResNet50_Fold5,0.029025220443567167,96.55250623724201,0.9580544399821508,0.9736961451247166,0.9658119658119658,2147,94,2110,58,0.0001
5,6,ResNet50_Fold5,0.022565606621804138,97.11952823769562,0.9770431588613406,0.9650793650793651,0.9710244125028519,2128,50,2154,77,0.0001
5,7,ResNet50_Fold5,0.017917699384257055,97.11952823769562,0.9757326007326007,0.9664399092970521,0.9710640236956026,2131,53,2151,74,0.0001
5,8,ResNet50_Fold5,0.015130117862626967,97.1648899977319,0.9710144927536232,0.9723356009070295,0.9716745977792884,2144,64,2140,61,0.0001
5,9,ResNet50_Fold5,0.019602896781707124,97.00612383760489,0.9783110290724504,0.9614512471655329,0.969807868252516,2120,47,2157,85,0.0001
5,10,ResNet50_Fold5,0.012358909433411705,96.62054887729644,0.9564831261101243,0.9768707482993197,0.9665694413282477,2154,98,2106,51,0.0001
5,11,ResNet50_Fold5,0.011305003757886721,97.30097527784079,0.9715189873417721,0.9746031746031746,0.9730586370839936,2149,63,2141,56,1e-05
5,12,ResNet50_Fold5,0.00209611702881586,97.4143796779315,0.9758761948111061,0.9723356009070295,0.9741026805997274,2144,53,2151,61,1e-05
5,13,ResNet50_Fold5,0.0007880192846727552,97.36901791789522,0.9741261915569678,0.9732426303854875,0.9736842105263158,2146,57,2147,59,1e-05
5,14,ResNet50_Fold5,0.0004895918997511257,97.30097527784079,0.9749544626593807,0.9709750566893424,0.9729606907521018,2141,55,2149,64,1e-05
5,15,ResNet50_Fold5,0.003454397539091614,97.36901791789522,0.9702836560108059,0.9773242630385488,0.973791233619521,2155,66,2138,50,1e-05
5,16,ResNet50_Fold5,0.0007005885952663527,97.36901791789522,0.9728383884110458,0.9746031746031746,0.9737199818758495,2149,60,2144,56,1e-05
5,17,ResNet50_Fold5,0.0003644641797208074,97.43706055794965,0.9754545454545455,0.9732426303854875,0.9743473325766174,2146,54,2150,59,1e-05
5,18,ResNet50_Fold5,0.00021797342129911408,97.4143796779315,0.9763097949886105,0.9718820861678005,0.9740909090909091,2143,52,2152,62,1e-05
5,19,ResNet50_Fold5,0.00025672378249022375,97.39169879791336,0.9784798534798534,0.9691609977324263,0.9737981316928686,2137,47,2157,68,1e-05
5,20,ResNet50_Fold5,0.00014451901674512055,97.34633703787708,0.9732547597461468,0.9736961451247166,0.9734754024030832,2147,59,2145,58,1e-05
6,1,ResNet50_Test,0.17228818221248227,97.22423802612482,0.9755206430398247,0.9687953555878084,0.9721463681048608,2670,67,2689,86
1,1,ResNet50_Fold1,50.330418327580325,95.89569160997733,0.9760112888052681,0.9410430839002267,0.9582082659893789,2075,51,2154,130,0.0001
1,2,ResNet50_Fold1,50.03079929559127,96.43990929705215,0.9684354986276303,0.9600907029478458,0.964245046686404,2117,69,2136,88,0.0001
1,3,ResNet50_Fold1,49.981422315257184,96.5079365079365,0.968907178783722,0.9609977324263038,0.964936247723133,2119,68,2137,86,0.0001
1,4,ResNet50_Fold1,49.944700230722844,96.14512471655328,0.9661016949152542,0.9564625850340136,0.9612579762989972,2109,74,2131,96,0.0001
1,5,ResNet50_Fold1,49.89286991565124,96.3718820861678,0.9714153988012909,0.9555555555555556,0.9634202103337905,2107,62,2143,98,0.0001
1,6,ResNet50_Fold1,49.8497207130211,96.25850340136054,0.9811320754716981,0.9433106575963719,0.9618497109826589,2080,40,2165,125,0.0001
1,7,ResNet50_Fold1,49.86645577480827,96.57596371882086,0.9724011039558418,0.9587301587301588,0.9655172413793104,2114,60,2145,91,0.0001
1,8,ResNet50_Fold1,49.79909385114476,96.64399092970521,0.9790405216581276,0.9532879818594104,0.9659926470588235,2102,45,2160,103,0.0001
1,9,ResNet50_Fold1,49.81816754436147,96.80272108843538,0.9747010119595216,0.9609977324263038,0.9678008677780315,2119,55,2150,86,0.0001
1,10,ResNet50_Fold1,49.76368806932283,96.43990929705215,0.971889400921659,0.9564625850340136,0.9641142857142857,2109,61,2144,96,0.0001
1,11,ResNet50_Fold1,49.72962581506674,96.78004535147392,0.9716506630086877,0.963718820861678,0.9676684881602914,2125,62,2143,80,1e-05
1,12,ResNet50_Fold1,49.67063150544097,96.89342403628119,0.9773776546629732,0.9600907029478458,0.9686570578814917,2117,49,2156,88,1e-05
1,13,ResNet50_Fold1,49.654131232828334,97.00680272108843,0.981421272642824,0.9582766439909297,0.9697108765488757,2113,40,2165,92,1e-05
1,14,ResNet50_Fold1,49.639980231506236,96.98412698412699,0.977859778597786,0.9614512471655329,0.9695860965012577,2120,48,2157,85,1e-05
1,15,ResNet50_Fold1,49.639392183742665,97.00680272108843,0.9752407152682255,0.964625850340136,0.9699042407660738,2127,54,2151,78,1e-05
1,16,ResNet50_Fold1,49.607670011727706,97.09750566893423,0.9783509903270382,0.963265306122449,0.9707495429616088,2124,47,2158,81,1e-05
1,17,ResNet50_Fold1,49.62618330941684,97.12018140589569,0.9752973467520586,0.9668934240362812,0.9710772033705306,2132,54,2151,73,1e-05
1,18,ResNet50_Fold1,49.61759365814319,96.98412698412699,0.9787430683918669,0.9605442176870749,0.9695582513160906,2118,46,2159,87,1e-05
1,19,ResNet50_Fold1,49.604772733281486,96.93877551020408,0.9747706422018348,0.963718820861678,0.9692132269099202,2125,55,2150,80,1e-05
1,20,ResNet50_Fold1,49.61606899162997,96.96145124716553,0.9743472285845167,0.964625850340136,0.9694621695533272,2127,56,2149,78,1e-05
1,1,ResNet50_Fold1,46.83273173458334,96.48526077097506,0.9646418857660924,0.9650793650793651,0.9648605758331444,2128,78,2127,77,0.0001
1,2,ResNet50_Fold1,46.029662123003945,95.51020408163265,0.9349804941482445,0.9782312925170068,0.9561170212765957,2157,150,2055,48,0.0001
1,3,ResNet50_Fold1,45.68143765477166,96.28117913832199,0.9545657015590201,0.9718820861678005,0.9631460674157304,2143,102,2103,62,0.0001
1,4,ResNet50_Fold1,45.51965533067351,96.14512471655328,0.9504205400619743,0.9736961451247166,0.9619175627240143,2147,112,2093,58,0.0001
1,5,ResNet50_Fold1,45.241641515803494,96.68934240362812,0.9602145730889584,0.9741496598639455,0.9671319225574065,2148,89,2116,57,0.0001
1,6,ResNet50_Fold1,45.07470925044322,96.43990929705215,0.9539007092198581,0.9759637188208616,0.9648060972876037,2152,104,2101,53,0.0001
1,7,ResNet50_Fold1,45.03682477837024,96.00907029478458,0.9463264408271007,0.9755102040816327,0.9606967396159,2151,122,2083,54,0.0001
1,8,ResNet50_Fold1,44.97077384893445,96.64399092970521,0.9581291759465479,0.9755102040816327,0.9667415730337079,2151,94,2111,54,0.0001
1,9,ResNet50_Fold1,44.785797295363054,96.96145124716553,0.9696145124716553,0.9696145124716553,0.9696145124716553,2138,67,2138,67,0.0001
1,10,ResNet50_Fold1,44.98995921058931,97.00680272108843,0.9752407152682255,0.964625850340136,0.9699042407660738,2127,54,2151,78,0.0001
1,11,ResNet50_Fold1,44.71203681740208,96.89342403628119,0.9721461187214612,0.9655328798185941,0.9688282138794084,2129,61,2144,76,1e-05
1,12,ResNet50_Fold1,44.611255510561705,96.84807256235828,0.9708295350957156,0.9659863945578231,0.968401909524892,2130,64,2141,75,1e-05
1,13,ResNet50_Fold1,44.59384917888952,97.05215419501134,0.9752633989922126,0.9655328798185941,0.9703737465815861,2129,54,2151,76,1e-05
1,14,ResNet50_Fold1,44.57893540332283,97.14285714285714,0.9761795693999084,0.9664399092970521,0.971285323609845,2131,52,2153,74,1e-05
1,15,ResNet50_Fold1,44.603054014884904,96.89342403628119,0.9721461187214612,0.9655328798185941,0.9688282138794084,2129,61,2144,76,1e-05
1,16,ResNet50_Fold1,44.56554056920003,96.98412698412699,0.9743589743589743,0.9650793650793651,0.9696969696969697,2128,56,2149,77,1e-05
1,17,ResNet50_Fold1,44.54343577333982,97.07482993197279,0.9774609015639374,0.963718820861678,0.970541219456497,2125,49,2156,80,1e-05
1,18,ResNet50_Fold1,44.5652301631112,97.05215419501134,0.9765732659623335,0.964172335600907,0.970333181195801,2126,51,2154,79,1e-05
1,19,ResNet50_Fold1,44.57702500405519,97.07482993197279,0.9787822878228782,0.962358276643991,0.9705008003658816,2122,46,2159,83,1e-05
1,20,ResNet50_Fold1,44.549598167124,96.98412698412699,0.973491773308958,0.9659863945578231,0.9697245618028681,2130,58,2147,75,1e-05
